run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,bottom_width_1px,bottom_width_2px,bottom_width_4px,bottom_width_8px,contact_width_px,contact_center_offset_px,contact_points,contact_parts,max_speed,max_angular_velocity,min_angle,max_angle,angle_range,min_x,max_x,x_range,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices
4,11,complete,120,59,60,7.92,8547.864,7.191,25,25,28,31,47,42,2.004,16,8,11.01502,0.002639,-0.021335,0,0.021335,194.567,195.203,0.6359999999999957,,0,1,78,156,78,80,67
4,12,complete,121,60,60,3.718,2601.283,4.837,6,6,8,11,15,6,-17.727,4,2,11.04068,0.043617,0,0.35499,0.35499,195,207.847,12.847000000000008,,0,1,65,130,65,66,71
4,13,complete,122,61,60,4.536,3981.248,4.575,14,14,25,41,75,48,12.891,22,11,11.14833,0.029197,-0.190764,0,0.190764,188.039,195,6.961000000000013,,0,1,57,114,57,60,65
4,14,complete,121,60,60,7.566,7101.376,6.276,25,25,30,43,64,62,-7.596,20,10,11.03542,0.005909,0,0.018719,0.018719,195,195.94,0.9399999999999977,,0,1,71,142,71,80,78
4,15,complete,121,60,60,5.814,3593.304,4.465,13,13,13,15,25,34,6.756,20,10,11.0411,0.015475,-0.426429,0,0.426429,184.048,195,10.951999999999998,,0,1,55,110,55,55,49
4,16,complete,122,61,60,3.306,3597.108,6.323,12,12,15,21,23,21,6.308,10,5,11.15509,0.013259,-0.213035,0,0.213035,189.113,195,5.8870000000000005,,0,1,49,98,49,49,48
4,17,complete,122,61,60,5.48,5629.969,2.731,19,19,25,42,47,49,4.747,30,15,11.14833,0.005317,-0.113673,0,0.113673,191.281,195.001,3.719999999999999,,0,1,58,116,58,59,60
4,18,complete,120,59,60,3.562,630.087,1.933,18,18,18,19,21,19,-2.396,12,6,10.9251,0.088208,-0.024089,0.576747,0.600836,191.006,197.558,6.5519999999999925,,0,1,86,172,86,97,82
4,19,complete,120,59,60,4.006,1049.179,2.425,8,8,9,11,12,9,9.832,6,3,10.92457,0.100415,-0.949173,0,0.949173,156.695,195,38.30500000000001,,0,1,72,144,72,73,59
4,20,complete,120,59,60,4.246,1052.603,1.069,5,5,5,6,27,27,-9.141,18,9,10.97396,0.077285,0,1.182711,1.182711,195,235.258,40.25800000000001,,0,1,122,244,122,127,82
4,21,complete,121,60,60,8.592,8519.244,3.325,59,59,59,60,60,60,1.692,20,10,11.04092,0,0,0,0,194.997,195,0.002999999999985903,,0,1,50,100,50,50,44
4,22,complete,121,60,60,3.966,1328.128,2.502,5,5,6,6,15,15,-2.468,14,7,11.04073,0.033195,-0.604223,0.018371,0.622594,180.531,201.213,20.681999999999988,,0,0,67,134,67,70,54
4,23,complete,122,61,60,3.404,1817.289,0.999,56,56,57,57,57,71,-1.598,36,18,11.14833,0.007692,-0.018697,0.004232,0.022928999999999998,193.621,195.08,1.4590000000000032,,0,1,71,142,71,78,70
4,24,complete,121,60,60,4.054,1448.135,12.846,7,7,9,11,26,13,13.057,20,10,11.04065,0.053982,-0.435065,0,0.435065,156.812,195,38.18799999999999,,0,1,66,132,66,67,62
4,25,complete,120,59,60,2.958,422.016,3.375,16,16,16,16,17,16,-4.436,16,8,10.92449,0.250167,0,4.987375,4.987375,184.751,195,10.248999999999995,,0,1,85,170,85,88,80
4,26,complete,121,60,60,4.034,1163.861,2.725,11,11,14,17,41,43,-3.504,24,12,11.04065,0.136386,-0.065391,0.500863,0.5662539999999999,195,219.497,24.497000000000014,,0,1,76,152,76,82,72
4,27,complete,120,59,60,4.88,2744.433,3.428,6,6,9,12,12,6,13.294,6,3,10.92446,0.043701,-0.351488,0,0.351488,154.099,195,40.90100000000001,,0,1,66,132,66,70,66
4,28,complete,120,59,60,3.352,665.675,2.082,3,3,4,5,30,3,-9.773,4,2,10.92516,0.120018,-0.149658,0.521055,0.6707130000000001,195,229.497,34.497000000000014,,0,1,92,184,92,95,80
4,29,complete,120,59,60,4.632,1624.548,2.816,3,3,12,16,22,2,8.858,2,1,10.92523,0.05767,-0.929635,0,0.929635,170.073,195,24.926999999999992,,0,1,83,166,83,91,70
4,30,complete,120,59,60,3.614,888.625,5.169,11,11,11,12,12,11,6.887,4,2,10.92446,0.075395,-1.578679,0,1.578679,171.275,195,23.724999999999994,,0,1,61,122,61,63,64
4,31,complete,120,59,60,3.292,592.235,0.868,7,7,9,10,20,4,-7.363,2,1,10.92449,0.109357,0,1.464303,1.464303,195,201.393,6.393000000000001,,0,1,58,116,58,65,67
4,32,complete,121,60,60,2.092,204.507,2.907,1,1,2,3,4,26,-6.641,16,8,11.04065,0.13032,-0.574916,0.123305,0.698221,171.297,210.5,39.203,,0,1,65,130,65,69,61
4,33,complete,121,60,60,4.174,3360.447,4.337,18,18,20,22,23,20,-12.437,8,4,11.04065,0.022779,0,0.46244,0.46244,195,213.422,18.421999999999997,,0,1,60,120,60,61,58
4,34,complete,121,60,60,5.678,3952.389,3.007,18,18,20,29,38,35,-5.645,24,12,11.03382,0.032138,0,0.30707,0.30707,195,222.148,27.147999999999996,,0,1,74,148,74,79,73
4,35,complete,122,61,60,3.648,4219.988,2.161,14,14,18,47,60,5,8.788,2,1,11.14833,0.026989,-0.15219,0,0.15219,190.839,195,4.161000000000001,,0,1,38,76,38,38,48
4,36,complete,120,59,60,4.756,2213.019,1.122,5,5,5,13,18,5,-19.524,4,2,10.92482,0.029915,0,0.780685,0.780685,195,229.557,34.55699999999999,,0,1,63,126,63,63,48
4,37,complete,120,59,60,3.776,957.905,2.374,13,13,14,23,27,14,15.43,8,4,10.92487,0.08111,-1.175836,0.020236,1.196072,145.238,195,49.762,,0,1,71,142,71,83,62
